,city_name,latitude,longitude,max_temp,humidity,cloudiness,wind_speed,country,date
374,Lunel,43.68,4.14,64.4,63,0,4.7,FR,1596687712
375,Port Hedland,-20.32,118.57,73.4,25,49,14.99,AU,1596687713
376,Sapa,5.15,120.32,84.76,70,73,8.37,PH,1596687713
377,Kumul,42.8,93.45,93.88,15,3,6.85,CN,1596687713
378,General Roca,-39.03,-67.58,46.4,49,0,9.17,AR,1596687713
379,Sitka,57.05,-135.33,57.2,82,90,9.17,US,1596687714
380,Dubbo,-32.25,148.62,51.8,50,91,6.93,AU,1596687445
381,Paraíso,9.84,-83.87,68.0,100,75,4.7,CR,1596687714
382,Poopó,-18.37,-66.97,40.12,66,0,3.11,BO,1596687715
383,Perené,-10.95,-75.23,68.79,59,1,1.77,PE,1596687715
384,Omboué,-1.57,9.26,73.18,81,94,4.21,GA,1596687715
385,Marawi,8.0,124.29,84.0,83,48,8.01,PH,1596687716
386,Bilibino,68.05,166.44,46.54,81,100,5.01,RU,1596687158
387,Staicele,57.84,24.75,57.0,87,53,1.99,LV,1596687716
388,Tshane,-24.02,21.87,44.11,55,0,10.49,BW,1596687717
389,Balagunan,7.49,125.52,84.2,83,75,10.29,PH,1596687717
390,Manggar,-2.88,108.27,84.16,71,96,10.63,ID,1596687718
391,Muisne,0.6,-80.03,72.75,85,100,9.28,EC,1596687719
392,Antalaha,-14.9,50.28,66.67,81,26,6.2,MG,1596687719
393,Olinda,-8.01,-34.86,78.8,69,75,13.87,BR,1596687720
394,Cabedelo,-6.98,-34.83,71.6,94,90,6.93,BR,1596687659
395,Sooke,48.37,-123.73,66.0,74,33,8.01,CA,1596687721
396,Naze,28.37,129.48,91.4,79,40,9.17,JP,1596687723
397,Muaná,-1.53,-49.22,76.44,83,6,5.53,BR,1596687723
398,Mackenzie,55.3,-123.17,66.2,63,90,4.65,CA,1596687723
399,‘Ewa Beach,21.32,-158.01,84.2,54,90,6.93,US,1596687542
400,Puerto Gaitán,4.31,-72.08,73.06,85,81,6.8,CO,1596687675
401,Copiapó,-27.37,-70.33,53.6,87,0,10.29,CL,1596687724
402,Hithadhoo,-0.6,73.08,83.07,72,100,13.42,MV,1596687725
403,Alihe,50.57,123.72,61.29,75,99,5.21,CN,1596687725
404,Nemuro,43.32,145.57,69.8,88,75,6.93,JP,1596686842
405,Östersund,63.18,14.64,53.6,93,97,3.36,SE,1596687725
406,Jumla,29.27,82.18,78.19,42,66,4.41,NP,1596687726
407,Auki,-8.77,160.7,86.76,65,53,8.19,SB,1596687727
408,Gualaquiza,-3.4,-78.55,59.74,86,11,1.3,EC,1596687727
409,Oyama,36.3,139.8,99.0,55,20,6.93,JP,1596687727
410,Tahoua,14.89,5.27,80.6,78,23,6.93,NE,1596687728
411,Santiago del Estero,-27.8,-64.26,75.27,36,0,9.08,AR,1596687557
412,Yerbogachën,61.28,108.01,76.39,44,89,11.23,RU,1596687556
413,Menongue,-14.66,17.69,45.72,49,0,1.7,AO,1596687729
414,Kirakira,-10.45,161.92,83.17,78,86,14.7,SB,1596687729
415,Maués,-3.38,-57.72,78.39,61,91,0.74,BR,1596687730
416,Shubarkuduk,49.14,56.49,73.44,59,94,10.09,KZ,1596687730
417,Batagay-Alyta,67.8,130.41,75.54,29,26,4.7,RU,1596687730
418,Coyhaique,-45.58,-72.07,39.2,64,90,3.36,CL,1596687731
419,Izhma,65.01,53.91,69.17,63,91,12.91,RU,1596687731
420,Vanavara,60.34,102.28,74.91,53,84,8.16,RU,1596687670
421,Ayagoz,47.97,80.44,75.72,32,0,15.37,KZ,1596687733
422,Jacareacanga,-6.22,-57.75,75.85,57,48,1.3,BR,1596687715
423,Port Blair,11.67,92.75,83.91,79,100,13.85,IN,1596687653
424,Rawson,-43.3,-65.1,46.04,54,0,31.54,AR,1596687733
425,Saint-Augustin,51.23,-58.65,59.67,87,100,12.19,CA,1596687734
426,Alaca,40.17,34.84,60.21,65,0,1.9,TR,1596687734
427,Merauke,-8.47,140.33,80.37,81,41,14.61,ID,1596687735
428,Portland,45.52,-122.68,73.99,53,20,6.93,US,1596687341
429,Khuzdar,27.74,66.64,90.91,30,18,7.18,PK,1596687135
430,St. George's,12.06,-61.75,82.4,78,20,11.41,GD,1596687735
431,Sühbaatar,50.23,106.21,75.69,62,44,3.13,MN,1596687736
432,Zyryanovsk,49.74,84.27,75.2,47,0,2.01,KZ,1596687736
433,Chifeng,42.27,118.96,87.44,31,0,5.53,CN,1596687736
434,La Rioja,-29.41,-66.85,67.3,45,0,5.41,AR,1596687737
435,Rock Hill,34.92,-81.03,73.0,94,1,4.76,US,1596687737
436,Khuzhir,53.19,107.34,56.59,84,100,10.87,RU,1596687737
437,Bahía Blanca,-38.72,-62.27,50.36,48,12,11.92,AR,1596687738
438,Matagami,49.75,-77.63,55.4,100,90,12.75,CA,1596687739
439,Sechura,-5.56,-80.82,61.43,79,17,7.83,PE,1596687739
440,Maragogi,-9.01,-35.22,73.76,77,22,13.98,BR,1596687740
441,Huambo,-12.78,15.74,45.93,80,0,3.4,AO,1596687740
442,Malakal,9.53,31.66,68.47,91,99,3.0,SS,1596687740
443,Severo-Yeniseyskiy,60.37,93.04,70.65,51,0,4.27,RU,1596687143
444,Mezen',65.85,44.24,58.53,88,26,10.63,RU,1596687742
445,Zlobin,45.29,14.65,69.8,68,40,8.05,HR,1596687743
446,Čajniče,43.56,19.07,60.8,100,98,3.36,BA,1596687743
447,Bhīmunipatnam,17.88,83.43,86.0,74,90,13.87,IN,1596687743
448,Tanout,14.97,8.89,82.06,59,67,19.91,NE,1596687743
449,Ambon City,-3.7,128.18,84.99,78,40,4.7,ID,1596687744
450,Mount Isa,-20.73,139.5,84.2,28,90,21.92,AU,1596687744
451,Arrondissement de Saintes,45.67,-0.75,66.99,59,30,1.12,FR,1596687744
452,Tuatapere,-46.13,167.68,51.01,81,100,1.99,NZ,1596687744
453,Champerico,14.3,-91.92,82.67,74,100,1.34,GT,1596687745
454,Kyren,51.68,102.14,64.26,79,79,1.97,RU,1596687745
455,Caconda,-13.73,15.07,46.06,90,0,1.59,AO,1596687745
456,Cabo San Lucas,22.89,-109.91,87.01,64,64,1.99,MX,1596687673
457,Ayan,56.45,138.17,59.58,65,0,16.58,RU,1596687746
458,Touros,-5.2,-35.46,71.6,88,40,4.7,BR,1596687746
459,Marsaxlokk,35.84,14.54,75.99,73,20,10.29,MT,1596687746
460,Boyolangu,-8.12,111.89,80.67,68,65,11.72,ID,1596687747
461,Rassvet,46.83,40.75,73.67,65,0,8.23,RU,1596687747
462,Kljajicevo,45.77,19.28,68.0,94,90,6.93,RS,1596687747
463,Abu Kamal,34.45,40.92,82.72,33,0,15.05,SY,1596687748
464,‘Āhuimanu,21.44,-157.84,82.4,69,75,12.75,US,1596687611
465,Keelung,25.13,121.74,98.6,53,40,3.36,TW,1596687748
466,Kenai,60.55,-151.26,62.6,67,90,10.29,US,1596687749
467,Maceió,-9.67,-35.74,71.6,83,75,3.36,BR,1596687646
468,Inhambane,-23.86,35.38,62.49,78,0,2.33,MZ,1596687749
469,Hakodate,41.78,140.74,73.4,94,75,4.7,JP,1596687532
470,Burgeo,47.62,-57.62,62.11,95,100,8.01,CA,1596687750
471,Matamoros,25.53,-103.25,84.0,40,9,5.01,MX,1596687750
472,Kitgum,3.28,32.89,62.02,95,29,1.9,UG,1596687750
473,Magnolia,33.27,-93.24,73.99,94,35,5.21,US,1596687751
474,Margate,51.38,1.39,64.99,80,82,4.0,GB,1596687751
475,Ürümqi,43.8,87.6,91.4,26,48,2.24,CN,1596687752
476,Barra de Tecoanapa,16.52,-98.75,80.13,85,100,4.79,MX,1596687752
477,Aberdeen,57.14,-2.1,59.0,87,90,4.7,GB,1596687749
478,Labytnangi,66.66,66.42,66.42,60,96,10.22,RU,1596687753
479,Palana,59.12,159.97,54.23,72,22,7.63,RU,1596687753
480,Shenjiamen,29.96,122.3,82.8,83,100,15.9,CN,1596687753
481,Exaplatanos,40.98,22.12,66.99,92,41,3.0,GR,1596687754
482,Ukiah,39.15,-123.21,66.2,63,1,8.05,US,1596687603
483,Katubao,5.89,124.83,84.33,65,98,4.54,PH,1596687754
484,Māngrol,21.12,70.12,81.34,89,100,24.76,IN,1596687755
485,Churapcha,62.0,132.43,80.24,19,100,4.74,RU,1596687756
486,Luwuk,-0.95,122.79,83.64,70,81,5.79,ID,1596687757
487,Coquimbo,-29.95,-71.34,51.8,93,73,3.36,CL,1596687757
488,Hanko,59.83,22.95,64.0,77,95,15.01,FI,1596687757
489,Tilichiki,60.47,166.1,58.24,51,29,14.03,RU,1596687758
490,Nyurba,63.28,118.33,79.02,39,0,4.74,RU,1596687758
491,Samaná,19.21,-69.34,78.44,89,3,7.2,DO,1596687673
492,Ejido,8.55,-71.24,65.77,64,58,6.64,VE,1596687759
493,Flinders,-34.58,150.86,62.01,35,0,1.99,AU,1596687761
494,Brawley,32.98,-115.53,95.0,15,1,20.8,US,1596687761
495,Weligama,5.97,80.42,81.25,81,91,9.24,LK,1596687762
496,Qeshm,26.96,56.27,93.2,67,0,4.7,IR,1596687762
497,Bonnyville,54.27,-110.73,75.2,53,5,4.7,CA,1596687762
498,Sørland,67.67,12.69,55.4,76,38,17.63,NO,1596687762
499,Columbia,34.0,-81.03,78.8,78,90,7.25,US,1596687590
500,Eyemouth,55.87,-2.09,57.0,91,20,11.39,GB,1596687763
501,Lazarev,52.23,141.51,57.54,78,100,2.8,RU,1596687763
502,Kroya,-7.63,109.25,80.02,72,97,12.55,ID,1596687763
503,North Bend,43.41,-124.22,63.0,87,75,3.36,US,1596687764
504,Adré,13.47,22.2,71.13,92,100,11.43,TD,1596687764
505,Bairiki Village,1.33,172.98,86.0,70,20,14.99,KI,1596687764
506,Valentín Gómez Farías,28.22,-106.58,84.99,27,41,1.99,MX,1596687765
507,Winnemucca,40.97,-117.74,80.6,12,1,11.41,US,1596687765
508,Henties Bay,-22.12,14.28,46.0,79,0,7.36,NA,1596687765
509,Yerköy,39.64,34.47,64.11,57,0,2.39,TR,1596687766
510,Newport,51.59,-3.0,63.0,97,65,5.03,GB,1596687766
511,Port-Gentil,-0.72,8.78,74.61,73,77,7.16,GA,1596687766
512,Lompoc,34.64,-120.46,60.8,82,47,10.29,US,1596687607
513,Nerchinskiy Zavod,51.31,119.61,60.17,86,97,7.16,RU,1596687767
514,Marsh Harbour,26.54,-77.06,83.39,79,3,10.42,BS,1596687767
515,Neos Marmaras,40.1,23.78,73.99,98,6,11.7,GR,1596687768
516,Keti Bandar,24.14,67.45,87.53,74,100,15.05,PK,1596687768
517,Staryy Nadym,65.61,72.68,70.52,44,4,7.83,RU,1596687666
518,Ludvika,60.15,15.19,60.8,87,100,5.82,SE,1596687524
519,Bollnäs,61.35,16.39,59.0,97,100,6.13,SE,1596687769
520,Tegul'det,57.31,88.17,74.19,49,35,5.7,RU,1596687770
521,Cariacica,-20.26,-40.42,66.0,93,75,2.24,BR,1596687772
522,Sfântu Gheorghe,45.87,25.78,53.01,84,6,2.55,RO,1596687772
523,Port Macquarie,-31.43,152.92,63.0,39,0,1.01,AU,1596687772
524,Marechal Cândido Rondon,-24.56,-54.06,62.51,62,0,9.28,BR,1596687772
525,Eravur,7.77,81.61,89.62,51,100,19.15,LK,1596687773
526,Noumea,-22.28,166.46,75.99,60,75,11.41,NC,1596687773
527,Itaocara,-21.67,-42.08,60.48,87,7,1.7,BR,1596687773
528,Eirunepé,-6.66,-69.87,72.45,57,0,1.41,BR,1596687774
529,San Lorenzo,-25.33,-57.53,73.4,43,0,10.29,PY,1596687774
530,Uruçuí,-7.23,-44.56,75.67,49,32,9.24,BR,1596687774
531,Guilin,25.28,110.29,84.2,74,75,2.24,CN,1596687775
532,Bonthe,7.53,-12.51,73.81,74,71,6.35,SL,1596687775
533,Watsa,3.04,29.54,61.56,100,42,0.6,CD,1596687775
534,Vuktyl,63.86,57.31,66.7,64,63,11.25,RU,1596687776
535,Leiyang,26.4,112.86,90.01,57,93,9.22,CN,1596687776
536,Makakilo City,21.35,-158.09,84.2,54,90,6.93,US,1596687637
537,Westport,41.14,-73.36,73.0,76,0,6.04,US,1596687663
538,Tual,-5.67,132.75,78.13,88,23,12.44,ID,1596687778
539,Mwinilunga,-11.74,24.43,50.63,53,3,2.42,ZM,1596687778
540,Dangtu,31.57,118.49,91.4,59,75,13.42,CN,1596687778
541,Cloquet,46.72,-92.46,64.4,63,1,4.7,US,1596687779
542,Dhidhdhoo,6.88,73.1,82.81,80,88,22.26,MV,1596687779
543,Meulaboh,4.14,96.13,86.61,64,94,2.8,ID,1596687779
544,Beyneu,45.32,55.2,74.28,50,40,9.6,KZ,1596687779
545,Pauini,-7.71,-66.98,73.45,52,0,0.81,BR,1596687780
546,Baijiantan,45.63,85.18,91.31,19,56,5.19,CN,1596687748
547,Te Anau,-45.42,167.72,49.28,88,100,2.59,NZ,1596687643
548,Marystown,47.17,-55.15,59.56,92,47,10.42,CA,1596687781
549,Krasnosel'kup,65.7,82.47,67.98,53,0,12.77,RU,1596687781
550,Puyo,-1.47,-77.98,62.64,88,51,3.29,EC,1596687608
551,Esso,55.93,158.7,61.5,44,93,10.16,RU,1596687782
552,Kunming,25.04,102.72,82.0,64,75,2.24,CN,1596687783
553,Dahra,36.25,0.85,77.0,36,0,3.36,DZ,1596687783
554,Belz,47.68,-3.17,62.01,87,5,3.27,FR,1596687784
555,Daru,-9.08,143.21,80.92,79,87,13.42,PG,1596687784
