,city_name,latitude,longitude,max_temp,humidity,cloudiness,wind_speed,country,date
371,Leshukonskoye,64.9,45.76,59.02,94,91,9.62,RU,1596671076
372,Roald,62.58,6.13,61.0,93,100,9.31,NO,1596671077
373,Faya,18.39,42.45,66.2,93,40,10.29,SA,1596671077
374,Karachi,24.91,67.08,87.8,74,40,9.17,PK,1596670940
375,La Ciotat,43.17,5.6,71.01,62,0,1.99,FR,1596671079
376,Christchurch,-43.53,172.63,52.0,93,33,14.99,NZ,1596671079
377,Pudozh,61.81,36.53,56.35,97,75,4.7,RU,1596671080
378,Luwingu,-10.26,29.93,52.93,60,0,2.24,ZM,1596671080
379,Bambous Virieux,-20.34,57.76,66.2,72,75,9.17,MU,1596671080
380,Egvekinot,66.32,-179.17,42.78,68,93,3.74,RU,1596671080
381,Clyde River,70.47,-68.59,41.0,75,75,12.75,CA,1596671081
382,Yelizovo,53.19,158.38,55.4,100,90,4.47,RU,1596671081
383,Paamiut,61.99,-49.67,43.93,85,98,11.16,GL,1596671081
384,Bushehr,28.97,50.84,94.17,38,0,16.26,IR,1596671081
385,Lüderitz,-26.65,15.16,51.8,57,1,21.92,NA,1596671082
386,Manthani,18.65,79.67,74.25,89,100,8.16,IN,1596671082
387,Ucluelet,48.93,-125.55,64.0,93,90,5.82,CA,1596671082
388,Åmot,59.57,7.99,57.99,91,94,2.08,NO,1596671082
389,Talakan,50.32,130.37,56.48,94,100,5.73,RU,1596671082
390,Dzilam González,21.28,-88.93,83.39,74,17,8.3,MX,1596671083
391,Shingū,33.73,135.98,82.4,78,40,4.7,JP,1596671083
392,Koslan,63.46,48.9,63.36,78,100,9.6,RU,1596671083
393,Fairfield,41.27,-73.32,82.0,47,1,6.93,US,1596671084
394,Xinmin,41.99,122.83,75.2,94,19,2.24,CN,1596671084
395,Hamilton,39.18,-84.53,75.99,47,40,4.7,US,1596671084
396,Grants Pass,42.44,-123.33,86.0,30,1,9.17,US,1596670919
397,Puerto Madryn,-42.77,-65.04,50.81,46,13,31.41,AR,1596671028
398,Charagua,-19.8,-63.22,70.32,43,0,7.07,BO,1596671085
399,Khovd,48.01,91.64,61.56,61,0,2.42,MN,1596671085
400,Mana,5.66,-53.78,79.21,85,10,11.25,GF,1596671085
401,Jumla,29.27,82.18,61.79,67,90,3.06,NP,1596671085
402,Kavaratti,10.57,72.64,82.76,79,97,30.49,IN,1596671085
403,Piaçabuçu,-10.41,-36.43,73.33,83,25,13.04,BR,1596671086
404,São José da Coroa Grande,-8.9,-35.15,73.85,76,40,13.56,BR,1596671086
405,Lodi,38.13,-121.27,80.01,47,0,7.0,US,1596671087
406,Romans-sur-Isère,45.05,5.06,64.99,63,0,2.48,FR,1596671087
407,Pouembout,-21.13,164.9,76.28,51,0,2.39,NC,1596671087
408,Deniliquin,-35.53,144.97,46.0,76,18,1.01,AU,1596671087
409,Atambua,-9.11,124.89,75.83,66,8,2.13,ID,1596671087
410,Pilar,-9.6,-35.96,71.6,94,75,14.99,BR,1596671088
411,Sept-Îles,50.2,-66.38,63.0,100,75,9.17,CA,1596671088
412,Margate,51.38,1.39,66.0,71,24,11.61,GB,1596671088
413,Verkhnyaya Inta,65.98,60.31,61.9,79,87,10.74,RU,1596671088
414,Weiser,44.25,-116.97,100.0,22,1,6.93,US,1596671088
415,Manadhoo,5.77,73.38,82.49,80,72,21.27,MV,1596671089
416,Mocuba,-16.84,36.99,63.09,92,0,3.0,MZ,1596671089
417,Sydney,-33.87,151.21,53.01,50,0,13.87,AU,1596670926
418,Ivankiv,50.94,29.89,66.2,68,33,2.24,UA,1596671089
419,Terrace,54.52,-128.6,64.4,82,75,18.34,CA,1596671090
420,Rudnogorsk,57.26,103.75,63.14,71,61,5.93,RU,1596671090
421,Nova Granada,-20.53,-49.31,67.33,38,0,6.69,BR,1596671090
422,Escanaba,45.75,-87.06,71.6,64,75,9.17,US,1596671090
423,Acapulco de Juárez,16.86,-99.89,89.6,70,75,6.93,MX,1596671091
424,Novopetrovskoye,55.99,36.47,62.6,72,86,5.06,RU,1596671091
425,Luanda,-8.84,13.23,69.8,94,75,6.93,AO,1596670858
426,Bodden Town,19.28,-81.25,84.99,83,75,3.36,KY,1596671092
427,Līsakovsk,52.54,62.49,65.73,67,0,12.66,KZ,1596671092
428,Kang,-23.68,22.79,53.56,38,0,6.85,BW,1596671092
429,Lavrentiya,65.58,-171.0,45.52,79,100,9.75,RU,1596671093
430,Caucayá,-0.19,-74.78,72.68,84,68,2.15,CO,1596671093
431,Colonia Nueva Germania,-23.9,-56.57,72.05,35,0,6.89,PY,1596671093
432,Junín,-34.58,-60.94,64.0,80,0,1.99,AR,1596671093
433,Hay River,60.82,-115.8,68.0,64,75,16.11,CA,1596670817
434,Pacific Grove,36.62,-121.92,69.8,60,90,12.75,US,1596671094
435,Ham Lake,45.25,-93.25,75.2,50,75,6.93,US,1596671094
436,Uberlândia,-18.92,-48.28,63.46,42,0,8.52,BR,1596670853
437,Takoradze,4.88,-1.76,73.18,81,60,12.5,GH,1596671094
438,Port Hardy,50.7,-127.42,57.2,93,90,12.75,CA,1596671095
439,Jhang,33.67,72.7,84.0,83,0,3.36,PK,1596670903
440,Kailua,21.4,-157.74,84.2,62,40,14.99,US,1596670822
441,Argir,62.0,-6.77,50.0,100,27,14.99,FO,1596671095
442,Mamu Kanjan,30.83,72.8,91.38,55,0,5.26,PK,1596671096
443,Araouane,18.9,-3.53,94.12,41,50,13.76,ML,1596671096
444,Bayjī,34.93,43.49,86.2,29,0,4.81,IQ,1596671096
445,Adeje,28.12,-16.73,73.4,78,20,3.36,ES,1596671096
446,Rome,43.21,-75.46,73.4,49,1,8.05,US,1596670826
447,Mago,53.25,140.18,63.39,60,99,7.18,RU,1596671097
448,Maningrida,-12.07,134.27,77.79,72,51,3.96,AU,1596671097
449,Gao,16.64,1.64,88.7,51,10,8.97,ML,1596671097
450,Murwāra,23.85,80.4,76.59,92,100,4.81,IN,1596671097
451,Avera,33.19,-82.53,84.0,78,90,11.41,US,1596671098
452,Urucará,-2.54,-57.76,82.24,57,81,0.81,BR,1596671098
453,Lagoa,39.05,-27.98,70.0,72,70,10.76,PT,1596671098
454,Oranjemund,-28.55,16.43,50.7,77,0,6.8,NA,1596671098
455,Kragerø,58.87,9.41,61.0,100,99,11.41,NO,1596671099
456,Upington,-28.45,21.26,44.6,56,0,10.29,ZA,1596671099
457,Airai,-8.93,125.41,63.97,79,13,1.54,TL,1596671099
458,Nakamura,32.98,132.93,84.34,67,12,3.49,JP,1596671099
459,Hargeisa,9.56,44.06,68.49,68,96,29.62,SO,1596671100
460,Zhicheng,30.3,111.5,83.53,80,89,2.48,CN,1596671100
461,Nemuro,43.32,145.57,66.2,100,75,4.7,JP,1596671100
462,Fortuna,40.6,-124.16,60.01,95,96,4.0,US,1596671100
463,Vallenar,-28.57,-70.76,68.23,42,4,3.33,CL,1596671101
464,Goderich,43.75,-81.72,71.01,68,67,8.16,CA,1596671085
465,Hudson Bay,52.85,-102.38,76.17,54,0,7.74,CA,1596671101
466,Sos'va,59.18,61.86,54.93,86,1,2.46,RU,1596671101
467,Kaitangata,-46.28,169.85,48.99,74,97,4.76,NZ,1596671102
468,Codrington,-38.27,141.97,51.1,77,85,4.68,AU,1596671102
469,Alassio,44.0,8.17,75.2,47,0,9.17,IT,1596671102
470,Wanning,18.8,110.4,82.9,87,99,11.07,CN,1596671102
471,Bonavista,48.65,-53.11,57.0,83,64,5.01,CA,1596671103
472,Dehlorān,32.69,47.27,89.78,15,0,8.39,IR,1596671103
473,Pachino,36.72,15.09,73.99,67,0,7.0,IT,1596671103
474,Fukuechō,32.69,128.84,82.4,88,75,12.75,JP,1596671103
475,Jiuquan,39.74,98.52,77.49,43,1,9.35,CN,1596671103
476,Esperance,-33.87,121.9,51.8,81,90,9.17,AU,1596671104
477,Nome,64.5,-165.41,57.2,50,75,9.17,US,1596671060
478,Ugoofaaru,5.67,73.0,82.62,80,70,21.25,MV,1596671105
479,La Ronge,55.1,-105.28,82.4,34,20,11.41,CA,1596671105
480,Akdepe,42.06,59.38,71.6,53,0,2.24,TM,1596671105
481,Kaeo,-35.1,173.78,64.99,3,100,5.99,NZ,1596671106
482,Leh,34.17,77.58,59.34,39,17,4.63,IN,1596671107
483,Khuzdar,27.74,66.64,84.45,40,0,4.81,PK,1596671047
484,Nouadhibou,20.93,-17.03,71.6,83,3,10.29,MR,1596671107
485,Palu,-0.89,119.87,80.92,73,83,1.5,ID,1596671108
486,La Santisima Trinidad,-14.83,-64.9,78.17,39,0,3.09,BO,1596671108
487,Soyo,-6.13,12.37,71.67,90,0,7.99,AO,1596671108
488,Kismayo,-0.36,42.55,76.12,81,42,15.37,SO,1596671108
489,Lysyanka,49.25,30.83,64.31,65,0,5.3,UA,1596671109
490,Cuamba,-14.8,36.54,66.61,57,26,1.54,MZ,1596671109
491,Boksitogorsk,59.47,33.85,53.01,89,85,1.59,RU,1596671109
492,Cairns,-16.92,145.77,73.4,69,90,10.29,AU,1596670822
493,Villarrobledo,39.27,-2.6,75.0,68,0,8.99,ES,1596671111
494,Abonnema,4.71,6.79,73.31,81,13,5.86,NG,1596671111
495,Baruun-Urt,46.68,113.28,68.65,53,34,2.01,MN,1596671112
496,Zhangjiakou Shi Xuanhua Qu,40.61,115.04,74.77,58,68,2.21,CN,1596671112
497,Sengiley,53.96,48.79,68.0,94,25,4.47,RU,1596671112
498,Lumberton,34.62,-79.01,82.4,83,1,3.36,US,1596671112
499,Ikom,5.97,8.71,72.9,85,63,4.29,NG,1596671113
500,Bloomington,44.84,-93.3,73.99,60,75,8.05,US,1596670897
501,Los Llanos de Aridane,28.66,-17.92,73.4,78,75,12.75,ES,1596671113
502,Shakiso,5.75,38.92,55.83,93,81,1.74,ET,1596671113
503,Ionia,42.99,-85.07,71.6,40,40,5.82,US,1596671114
504,Nuuk,64.18,-51.72,55.4,58,88,8.05,GL,1596671114
505,Belyy Yar,53.6,91.39,57.2,82,24,4.47,RU,1596671114
506,Benjamin Constant,-4.38,-70.03,82.4,74,20,1.03,BR,1596671114
507,Myaundzha,63.05,147.19,65.14,37,4,7.07,RU,1596671115
508,Salacgrīva,57.75,24.36,54.0,95,1,8.46,LV,1596671115
509,Severo-Yeniseyskiy,60.37,93.04,56.57,94,26,1.36,RU,1596671115
510,Iquique,-20.22,-70.14,60.8,67,90,12.75,CL,1596671115
511,Praia da Vitória,38.73,-27.07,77.0,65,75,8.5,PT,1596671116
512,Urusha,54.05,122.9,63.57,64,97,3.06,RU,1596671116
513,Sault Ste. Marie,46.52,-84.33,68.0,49,1,9.17,CA,1596670983
514,Batemans Bay,-35.72,150.18,51.01,64,0,1.83,AU,1596671116
515,Iskateley,67.68,53.15,60.85,92,100,12.26,RU,1596671117
516,Acajutla,13.59,-89.83,86.0,58,40,5.61,SV,1596671014
517,Talaya,61.38,152.75,62.89,39,5,5.08,RU,1596671117
518,Grand Gaube,-20.01,57.66,66.2,72,75,9.17,MU,1596671117
519,Zhezkazgan,47.8,67.71,75.45,36,24,7.81,KZ,1596671118
520,Samarai,-10.62,150.67,78.4,88,93,13.91,PG,1596671118
521,Sovetskiy,61.36,63.58,55.22,69,18,0.38,RU,1596671118
522,Jelgava,56.65,23.71,53.6,87,30,3.36,LV,1596671118
523,Formosa do Rio Preto,-11.05,-45.19,68.58,38,1,7.0,BR,1596671119
524,Nizwá,22.93,57.53,89.8,32,1,2.08,OM,1596671119
525,Ulladulla,-35.35,150.47,50.0,46,0,10.29,AU,1596671119
526,Shenjiamen,29.96,122.3,81.41,85,88,19.28,CN,1596671119
527,Umba,66.69,34.34,56.3,82,3,13.15,RU,1596671120
528,Swift Current,50.28,-107.8,84.2,23,1,4.7,CA,1596670867
529,North Platte,41.12,-100.77,86.0,58,1,11.41,US,1596671120
530,Carmelo,-33.99,-58.29,73.0,68,68,5.82,UY,1596671120
531,Tual,-5.67,132.75,78.17,86,93,13.35,ID,1596671121
532,Ouallam,14.32,2.09,84.85,59,6,13.78,NE,1596671121
533,Tonj,7.27,28.68,68.97,96,94,3.53,SS,1596671121
534,Tegul'det,57.31,88.17,62.02,68,47,4.81,RU,1596671122
535,Hambantota,6.12,81.12,79.38,81,91,13.38,LK,1596671122
536,Lata,40.16,-8.33,68.0,60,0,2.66,PT,1596671122
537,Iqaluit,63.75,-68.51,57.2,87,90,9.17,CA,1596671122
538,İskilip,40.74,34.47,61.32,60,0,5.39,TR,1596671123
539,Tabou,4.42,-7.35,72.34,76,83,7.63,CI,1596671123
540,Bogandé,12.97,-0.14,77.97,78,55,9.24,BF,1596671123
541,Chu,43.6,73.76,73.0,48,0,4.0,KZ,1596671123
542,Lorengau,-2.02,147.27,77.5,81,100,11.95,PG,1596671123
543,Bathsheba,13.22,-59.52,82.4,74,40,17.22,BB,1596671124
544,Inírida,3.87,-67.92,75.2,84,3,1.63,CO,1596671124
545,Marrakesh,31.63,-8.01,77.0,61,40,8.05,MA,1596671124
546,Fort-Shevchenko,44.51,50.26,71.96,63,27,5.91,KZ,1596671124
547,Russell,32.35,-85.2,89.6,49,20,2.64,US,1596671125
548,Meulaboh,4.14,96.13,77.14,86,100,3.83,ID,1596671125
549,Bilibino,68.05,166.44,45.3,80,100,4.38,RU,1596671125
550,Kendari,-3.94,122.5,77.29,78,32,3.27,ID,1596671125
551,Kamen'-na-Obi,53.79,81.34,59.81,77,0,5.68,RU,1596671125
552,Santa Rosa,14.31,121.11,81.0,83,77,10.6,PH,1596671036
553,Mazagão,-0.12,-51.29,82.4,78,75,10.29,BR,1596671126
554,Broome,42.25,-75.83,73.4,46,20,8.05,US,1596671126
555,Avanigadda,16.02,80.92,79.59,80,100,10.56,IN,1596671126
556,Saint George,37.1,-113.58,100.99,8,1,16.11,US,1596671116
557,Leer,8.3,30.14,69.17,96,92,3.67,SS,1596671127
558,Cuauhtémoc,28.42,-106.87,79.45,32,72,6.93,MX,1596671044
559,Havre-St-Pierre,50.23,-63.6,64.4,93,75,11.41,CA,1596670931
560,Dalby,-27.18,151.27,60.8,44,75,6.93,AU,1596671128
561,Tupiza,-21.45,-65.72,55.51,42,0,5.86,BO,1596671128
562,Cayenne,4.93,-52.33,77.0,100,20,2.24,GF,1596671076
563,Monopoli,40.96,17.29,72.0,88,100,5.82,IT,1596671128
564,Basoko,1.24,23.62,72.09,93,100,2.91,CD,1596671128
565,Santa Maria,-29.68,-53.81,71.6,64,0,8.05,BR,1596671129
566,Caravelas,-17.71,-39.25,70.29,71,20,9.31,BR,1596671129
567,Yar-Sale,66.83,70.83,57.94,64,18,9.48,RU,1596671129
568,Horta,38.53,-28.63,70.03,70,77,6.67,PT,1596671129
569,Buala,-8.14,159.59,84.52,73,66,11.34,SB,1596671130
570,Rio Grande,-32.03,-52.1,64.0,86,0,7.76,BR,1596671130
571,Datong,40.09,113.29,69.53,63,97,5.84,CN,1596671130
572,Iracoubo,5.48,-53.2,79.27,85,28,10.65,GF,1596671130
573,Temnikov,54.63,43.21,59.72,88,14,5.17,RU,1596671131
574,Beira,-19.84,34.84,68.04,88,16,2.86,MZ,1596671131
575,Gazojak,41.19,61.4,72.46,32,63,6.58,TM,1596671131
576,Yevpatoriya,45.2,33.36,69.66,63,0,12.8,UA,1596671131
577,Miracema do Tocantins,-9.56,-48.4,75.72,44,50,4.61,BR,1596671131
578,Bonthe,7.53,-12.51,74.48,75,26,6.44,SL,1596671132
579,Seminole,28.71,-81.21,80.6,88,1,6.93,US,1596671132
580,Thayetmyo,19.32,95.18,76.71,95,96,6.73,MM,1596671132
581,Marzuq,14.4,46.47,81.36,50,100,6.67,YE,1596671132
582,Te Anau,-45.42,167.72,48.81,89,100,2.3,NZ,1596671133
583,Shimoda,34.67,138.95,84.0,83,75,10.29,JP,1596671133
584,Mandurah,-32.55,115.7,45.0,83,4,10.4,AU,1596671133
585,Natá,8.33,-80.52,75.0,86,100,12.82,PA,1596670887
586,Rengo,-34.42,-70.87,51.8,87,88,5.82,CL,1596671134
587,Ola,59.58,151.28,63.0,53,22,5.01,RU,1596671065
588,Beringovskiy,63.05,179.32,48.58,72,100,17.47,RU,1596671134
589,Dzerzhinsk,56.24,43.46,61.0,100,70,0.76,RU,1596671134
